Latitude,Longitude,label
55.591297,37.635121,0
55.846612,37.475901,3
55.55389,37.587548,11
55.759266,37.756001,4
55.887932,37.486518,3
55.774375,37.499261,3
55.624653,37.709953,0
55.708449,37.455115,1
55.664808,37.641101,0
55.747083,37.68934,4
55.617808,37.447684,1
55.821304,37.726514,10
55.754883,37.402618,7
55.71242,37.665204,4
55.871373,37.585408,3
55.719601,37.423026,1
55.876053,37.493645,3
55.741406,37.643357,4
55.753025,37.543515,6
55.529808,37.580283,11
55.646907,37.76077,0
55.884382,37.58633,3
55.778388,37.557022,6
55.714194,37.827618,8
55.5782,37.69477,0
55.673887,37.60532,6
55.56474,37.463128,11
55.525705,37.579524,11
55.841587,37.479976,3
55.748743,37.545644,6
55.872432,37.547527,3
55.725166,37.402775,1
55.703649,37.647616,4
55.576362,37.122604,9
55.998643,37.210569,5
55.764247,37.78331,8
55.533027,37.581758,11
55.564628,37.462787,11
55.698756,37.548582,6
55.59308,37.52217,11
55.748648,37.667083,4
55.726306,37.460721,1
55.773692,37.625805,6
55.734715,37.656896,4
55.764566,37.549874,6
55.834363,37.48551,3
55.760961,37.800779,8
55.850739,37.550476,3
55.588096,37.636551,0
55.80954,37.579708,3
55.781622,37.554975,6
55.815517,37.811824,8
55.789503,37.634862,10
55.84805,37.58931,3
55.791774,37.776606,8
55.925221,37.546218,3
55.679205,37.50139,1
55.741796,37.428922,1
55.852677,37.626219,10
55.690618,37.821682,8
55.812767,37.798567,8
55.698621,37.564316,6
55.816864,37.575612,3
55.537538,37.199659,9
55.862122,37.765498,10
55.662257,37.555041,6
55.753802,37.635395,4
55.567775,37.574737,11
55.734653,37.657509,4
55.538078,37.582598,11
55.730328,37.777,8
55.738468,37.67774,4
55.677733,37.483244,1
55.810574,37.807509,8
55.709116,37.455215,1
55.87779,37.489461,3
55.658946,37.564825,6
55.850228,37.433952,7
55.856508,37.535784,3
55.527331,37.579534,11
55.847179,37.611787,10
55.803751,37.393057,7
55.738232,37.527739,6
55.820668,37.729571,10
55.847025,37.62185,10
55.683671,37.416373,1
55.738513,37.856631,8
55.87585,37.493384,3
55.806994,37.748525,4
55.882474,37.482742,3
55.773888,37.619719,6
55.720585,37.584597,6
55.730953,37.722056,4
55.869008,37.516045,3
55.665933,37.838398,8
55.583976,37.597897,11
55.709228,37.504376,1
55.734502,37.505877,6
55.792475,37.625524,10
55.895427,37.666629,10
55.880886,37.446291,7
55.755295,37.812953,8
55.882503,37.483051,3
55.667089,37.487451,1
55.483328,37.37431,9
55.778507,37.556578,6
55.889913,37.557612,3
55.542152,37.583765,11
55.676562,37.5676,6
55.754494,37.747158,4
55.73648,37.591922,6
55.613286,37.661126,0
55.714068,37.827454,8
55.687005,37.524097,6
55.52212,37.577704,11
55.757232,37.43266,1
55.767617,37.565038,6
55.882792,37.463168,7
55.866474,37.494026,3
55.79182,37.490892,3
55.925194,37.546447,3
55.80364,37.70072,4
55.867392,37.67536,10
55.735437,37.594119,6
55.957317,37.186683,5
55.575076,37.472689,11
55.714193,37.827586,8
55.720406,37.776587,8
55.704051,37.517695,6
55.793929,37.585951,6
55.735579,37.613255,6
55.612053,37.724028,0
55.676385,37.672463,0
55.740758,37.81608,8
55.604843,37.631773,0
55.505173,37.530579,11
55.810531,37.770777,8
55.713998,37.827433,8
55.717933,37.751053,4
55.683675,37.569382,6
55.716583,37.451907,1
55.80823,37.773045,8
55.792697,37.607095,6
55.546808,37.585267,11
55.571745,37.595951,11
55.7361,37.567519,6
55.695233,37.532995,6
55.812016,37.824576,8
55.679694,37.553031,6
55.654548,37.757725,0
55.723845,37.858905,8
55.720674,37.450506,1
55.622867,37.42655,1
55.720373,37.599342,6
55.591553,37.527975,11
55.674229,37.486217,1
55.709304,37.848644,8
55.714012,37.827399,8
55.482401,37.363214,9
55.774867,37.500986,3
55.701253,37.831611,8
55.71272,37.830974,8
55.726611,37.760157,8
55.718905,37.6932,4
55.792291,37.592203,6
55.780025,37.819747,8
55.773669,37.616751,6
55.743541,37.615163,6
55.703764,37.57339,6
55.798491,37.684798,4
55.747239,37.582228,6
55.578827,37.58211,11
55.751324,37.819928,8
55.537868,37.459647,11
55.869239,37.515462,3
55.627084,37.691748,0
55.755864,37.737608,4
55.95709,37.186247,5
55.737581,37.65449,4
55.849329,37.551595,3
55.875858,37.493414,3
55.810192,37.792947,8
55.76842,37.741397,4
55.861364,37.398801,7
55.739133,37.567062,6
55.783852,37.514363,3
55.721243,37.434537,1
55.827448,37.831614,8
55.550716,37.587183,11
55.758117,37.749854,4
55.815996,37.638172,10
55.541492,37.478381,11
55.861914,37.416544,7
55.752346,37.720612,4
55.567185,37.596782,11
55.71415,37.827539,8
55.842646,37.665569,10
55.792396,37.639623,10
55.476213,37.532085,11
55.714055,37.827487,8
55.839237,37.661223,10
55.709922,37.584119,6
55.730041,37.625329,6
55.830675,37.644496,10
55.725158,37.764405,8
55.568752,37.477168,11
55.783225,37.820811,8
55.700664,37.795306,8
55.551986,37.538956,11
55.832242,37.394981,7
55.70882,37.742054,4
55.605018,37.485749,11
55.740455,37.58534,6
55.855878,37.355361,7
55.771902,37.603132,6
55.742058,37.427867,1
55.723339,37.79771,8
55.773937,37.622335,6
55.910338,37.586711,3
55.714139,37.827565,8
55.738469,37.52705,6
55.875908,37.493491,3
55.743314,37.584226,6
55.644873,37.673379,0
55.753977,37.369224,7
55.702918,37.548992,6
55.771241,37.543627,6
55.726962,37.466819,1
55.875935,37.493493,3
55.701288,37.613141,6
55.555005,37.587088,11
55.729515,37.480507,1
55.960883,37.18658,5
55.972786,37.149291,5
55.71638,37.813484,8
55.760386,37.764155,8
55.72161,37.773033,8
55.715572,37.678711,4
55.773927,37.621329,6
55.698115,37.461972,1
55.748387,37.768885,8
55.75324,37.725227,4
55.693527,37.467369,1
55.871547,37.585894,3
55.77157,37.843339,8
55.850004,37.434034,7
55.769263,37.720061,4
55.792036,37.592245,6
55.625597,37.677864,0
55.576315,37.471313,11
55.829974,37.651248,10
55.677414,37.834448,8
55.833916,37.655168,10
55.604641,37.631556,0
55.882593,37.454898,7
55.657961,37.500048,1
55.687463,37.73682,4
55.75255,37.722963,4
56.010542,37.202791,5
55.567881,37.479683,11
55.594898,37.602562,11
55.660962,37.619228,0
55.877528,37.431238,7
55.87604,37.493669,3
55.876,37.493569,3
55.676679,37.671587,0
55.809384,37.781049,8
55.989762,37.184887,5
55.710456,37.539043,6
55.772708,37.646559,4
55.655615,37.6198,0
55.727943,37.662252,4
55.862321,37.604097,10
55.885563,37.395821,7
55.736423,37.66393,4
55.735604,37.660732,4
55.875666,37.636782,10
55.865317,37.485581,3
55.667473,37.487543,1
55.754111,37.672579,4
55.908486,37.594448,3
55.726236,37.433497,1
55.713969,37.453584,1
55.821635,37.837007,8
55.578148,37.584648,11
55.842345,37.370326,7
55.789028,37.766526,8
55.736058,37.702115,4
55.69949,37.61441,6
55.674115,37.589722,6
55.803651,37.544291,3
55.811861,37.819984,8
55.712555,37.408864,1
55.848488,37.391617,7
55.708292,37.746744,4
55.725952,37.828209,8
55.827361,37.529994,3
55.884383,37.47217,3
55.795075,37.702915,4
55.890801,37.404289,7
55.774654,37.743957,4
55.799606,37.550747,3
55.931737,37.525182,3
55.898273,37.559196,3
55.785544,37.841545,8
55.802835,37.839687,8
55.669454,37.775092,8
55.725695,37.840169,8
55.74277,37.84218,8
55.828463,37.553957,3
55.683442,37.636865,0
55.613046,37.774123,0
55.708424,37.40472,1
55.720354,37.869751,8
55.619787,37.422685,1
55.540205,37.190127,9
55.762421,37.684969,4
55.696717,37.406036,1
55.756446,37.61396,6
55.584847,37.636577,0
55.889262,37.634709,10
55.504128,37.57508,11
55.630413,37.748047,0
55.748762,37.561177,6
55.659161,37.78468,8
55.875985,37.493597,3
55.666474,37.595935,6
55.834321,37.534434,3
55.811366,37.691621,10
55.700737,37.703833,4
55.775634,37.699715,4
55.708399,37.861185,8
55.621772,37.507771,11
55.775698,37.682815,4
55.751092,37.696718,4
55.688853,37.60463,6
55.708081,37.861179,8
55.790229,37.487805,3
55.859888,37.555012,3
55.814527,37.390342,7
55.777,37.506143,3
55.896253,37.388557,7
55.759692,37.758249,8
55.614545,37.513726,11
55.852597,37.668162,10
55.905223,37.538832,3
55.713376,37.537409,6
55.718048,37.534743,6
55.773096,37.842785,8
55.771524,37.843613,8
55.720859,37.839533,8
55.847358,37.382806,7
55.574912,37.619106,11
55.808593,37.684084,10
55.567683,37.597749,11
55.83857,37.387352,7
55.833079,37.821714,8
55.582375,37.566391,11
55.574942,37.612221,11
55.606878,37.762975,0
55.786158,37.698996,4
55.72691,37.65499,4
55.845859,37.454128,7
55.891144,37.674333,10
55.792634,37.627997,10
55.880538,37.520521,3
55.706251,37.730887,4
55.828561,37.353662,7
55.71474,37.84586,8
55.559374,37.589895,11
55.625172,37.337631,9
55.733703,37.42084,1
55.651977,37.534748,11
55.67426,37.479513,1
55.847544,37.605356,10
55.699544,37.524958,6
55.817009,37.500123,3
55.684581,37.631596,0
55.898064,37.559394,3
55.771729,37.408166,7
55.713347,37.838122,8
55.557221,37.588371,11
55.776135,37.657814,4
55.776213,37.532097,6
55.810369,37.80736,8
55.875345,37.493635,3
55.647708,37.562308,11
55.857666,37.567543,3
55.547834,37.518696,11
55.78674,37.69832,4
55.977894,37.16829,5
55.87626,37.63697,10
55.910835,37.576253,3
55.707158,37.547915,6
55.69697,37.496645,1
55.828434,37.530592,3
55.823376,37.814189,8
55.743815,37.654788,4
55.560318,37.487923,11
55.744739,37.546659,6
55.706856,37.546658,6
55.707561,37.570475,6
55.550432,37.543246,11
55.653669,37.567668,11
55.621767,37.542474,11
55.784596,37.482154,3
55.735547,37.579151,6
55.610232,37.712978,0
55.675985,37.567923,6
55.705892,37.55701,6
55.676006,37.856319,8
55.732066,37.595338,6
55.809952,37.793069,8
55.863009,37.469117,3
55.725584,37.589853,6
55.657585,37.48058,1
55.674598,37.460474,1
55.724399,37.765912,8
55.727681,37.538678,6
55.654305,37.777823,0
55.597736,37.531903,11
55.806397,37.767996,8
55.839883,37.367131,7
55.666041,37.650171,0
55.711962,37.586925,6
55.80658,37.767416,8
55.840545,37.636508,10
55.749673,37.654043,4
55.862991,37.66135,10
55.852153,37.564397,3
55.862681,37.66081,10
55.883648,37.60466,10
55.8839,37.50351,3
55.750237,37.826941,8
55.791287,37.535281,3
55.843716,37.376239,7
55.762296,37.785405,8
55.682163,37.597962,6
55.677532,37.5161,1
55.643223,37.736885,0
55.794862,37.703146,4
55.666283,37.650163,0
55.87148,37.64229,10
55.778296,37.621682,6
55.782684,37.624054,6
55.802353,37.685076,10
55.652717,37.743086,0
55.664615,37.641387,0
55.654293,37.742434,0
55.882358,37.4835,3
55.766988,37.652418,4
55.616081,37.50145,11
55.627869,37.540956,11
55.676147,37.856642,8
55.786713,37.622505,10
55.689156,37.546786,6
55.841198,37.588034,3
55.689311,37.754298,4
55.841232,37.356571,7
55.693165,37.815739,8
55.777753,37.62077,6
55.588856,37.599468,11
55.735296,37.561236,6
55.854578,37.584823,3
55.665319,37.748481,0
55.810219,37.803292,8
55.696101,37.553126,6
55.776755,37.758284,8
55.671143,37.493116,1
55.789025,37.767327,8
55.61076,37.66392,0
55.86963,37.62448,10
55.863168,37.69714,10
55.73579,37.56276,6
55.855652,37.584288,3
55.826087,37.428212,7
55.858278,37.596777,10
55.702763,37.626527,6
55.561911,37.585534,11
55.840126,37.636312,10
55.896212,37.401081,7
55.784764,37.520489,3
55.657333,37.526685,11
55.900046,37.398782,7
55.811373,37.818732,8
55.736553,37.664246,4
55.861644,37.602973,10
55.71387,37.532737,6
55.576697,37.567144,11
55.887638,37.667319,10
55.666201,37.597398,6
55.8901,37.625031,10
55.887419,37.66794,10
55.784642,37.481905,3
55.777526,37.52732,6
55.73599,37.701163,4
55.801573,37.61597,10
55.722434,37.445822,1
55.800851,37.615692,10
55.802055,37.582969,3
55.896749,37.610265,10
55.543676,37.509184,11
55.727997,37.538863,6
55.814179,37.630373,10
55.637697,37.691678,0
55.742003,37.572854,6
55.78126,37.455321,7
55.7074,37.885992,8
55.601355,37.52904,11
55.744411,37.601264,6
55.791313,37.460038,7
55.64139,37.655638,0
55.583,37.637007,0
55.81272,37.829009,8
55.72444,37.453702,1
55.747859,37.695248,4
55.754528,37.731841,4
55.655658,37.480476,1
55.775657,37.836503,8
55.629531,37.516728,11
55.551772,37.548387,11
55.703182,37.518632,6
55.619597,37.768586,0
55.69749,37.529111,6
55.707334,37.909277,8
55.665818,37.787431,8
55.578922,37.639245,0
55.624373,37.657246,0
55.819522,37.670316,10
55.989965,37.184649,5
55.798016,37.501264,3
55.869797,37.627699,10
55.979976,37.191722,5
55.768584,37.557122,6
55.749522,37.413855,1
55.785688,37.622205,10
55.790725,37.61654,10
55.686466,37.478785,1
55.710739,37.559647,6
55.719336,37.900615,8
55.65614,37.469105,1
55.551419,37.532213,11
55.61442,37.497843,11
55.706819,37.861873,8
55.710599,37.559985,6
55.65275,37.65454,0
55.723606,37.577533,6
55.707384,37.88852,8
55.751991,37.552521,6
55.775457,37.474015,7
55.847856,37.567209,3
55.660186,37.481905,1
55.73632,37.82757,8
55.773304,37.632288,4
55.775764,37.70072,4
55.840435,37.480058,3
55.819517,37.669517,10
55.563086,37.594821,11
55.854378,37.68182,10
55.898123,37.576539,3
55.698203,37.551527,6
55.736889,37.826958,8
55.73808,37.820345,8
55.658387,37.747902,0
55.76726,37.55908,6
55.594597,37.635667,0
55.752006,37.553238,6
55.888199,37.586469,3
55.561931,37.593124,11
55.62419,37.75775,0
55.835186,37.630325,10
55.617562,37.502484,11
55.727232,37.465948,1
55.647352,37.573039,11
55.790236,37.770641,8
55.712199,37.409344,1
55.694163,37.53432,6
55.728842,37.829122,8
55.744033,37.849003,8
55.641714,37.605937,0
55.771804,37.639335,4
55.738999,37.434723,1
55.772824,37.647412,4
55.733892,37.446089,1
55.760349,37.600281,6
55.898523,37.591301,3
55.816654,37.638854,10
55.792324,37.63984,10
55.633522,37.54176,11
55.614253,37.498126,11
55.871507,37.458595,7
55.784606,37.568035,6
55.650447,37.556545,11
55.887495,37.664371,10
55.64555,37.57925,11
55.888047,37.64913,10
55.891233,37.621677,10
55.871239,37.457977,7
55.898449,37.593989,3
55.774185,37.542748,6
55.900717,37.544648,3
55.766361,37.652637,4
55.89871,37.578053,3
55.720377,37.777682,8
55.647339,37.562485,11
55.790891,37.634566,10
55.72636,37.684898,4
55.717565,37.411647,1
55.721459,37.663354,4
55.897876,37.555063,3
55.774834,37.538559,6
55.697163,37.626271,6
55.749586,37.775592,8
55.58539,37.163044,9
55.60674,37.762561,0
55.514553,37.240292,9
55.796511,37.541206,3
55.735628,37.514566,6
55.69935,37.56475,6
55.855371,37.778329,8
55.844554,37.799326,8
55.733146,37.498725,1
55.733038,37.498789,1
55.686951,37.479199,1
55.732938,37.498857,1
55.851031,37.787422,8
55.790582,37.553952,3
55.868491,37.752703,10
55.701751,37.831464,8
55.792698,37.603067,6
55.700626,37.466555,1
55.599948,37.159292,9
55.736154,37.515092,6
55.796143,37.541399,3
55.862145,37.523415,3
55.548427,37.441981,11
55.797397,37.723854,4
55.577408,37.59651,11
55.741251,37.757229,8
55.790739,37.554295,3
55.646732,37.450365,1
55.856663,37.39613,7
55.62717,37.473587,1
55.754094,37.532097,6
55.911108,37.578847,3
55.697007,37.451454,1
55.887776,37.652485,10
55.593874,37.727104,0
55.758547,37.578367,6
55.758668,37.619946,6
55.783516,37.562302,6
55.638769,37.690919,0
55.713935,37.622349,6
55.709797,37.594013,6
55.60674,37.761773,0
55.75978,37.581523,6
56.008586,37.197533,5
55.687995,37.622056,6
55.723198,37.384331,1
55.821741,37.44388,7
55.640102,37.547765,11
55.81041,37.810747,8
55.729417,37.614353,6
55.65705,37.5974,6
55.782274,37.572468,6
55.732439,37.543015,6
55.731103,37.738561,4
55.72967,37.746928,4
55.605855,37.628866,0
55.749923,37.708189,4
55.746561,37.681326,4
55.813603,37.837809,8
55.581863,37.570335,11
55.732489,37.489934,1
55.76221,37.642575,4
55.689643,37.472439,1
55.746948,37.495232,1
55.708899,37.621493,6
55.661879,37.774311,8
55.830292,37.376525,7
55.792839,37.561663,3
55.859438,37.358449,7
55.609437,37.722883,0
55.602952,37.622429,0
55.731139,37.845897,8
55.576804,37.566743,11
55.609917,37.667387,0
55.755961,37.539574,6
55.731971,37.703588,4
55.759239,37.621675,6
55.717809,37.401629,1
55.752413,37.625978,6
55.69974,37.741831,4
55.542359,37.489569,11
55.878696,37.721365,10
55.730948,37.552174,6
55.875945,37.493474,3
55.752492,37.610463,6
55.93432,37.373242,7
55.615668,37.611998,0
55.635785,37.696155,0
55.632875,37.601967,0
55.7675,37.84151,8
55.720442,37.450797,1
55.672137,37.626903,0
55.701982,37.732397,4
55.60951,37.590742,11
55.853788,37.64956,10
55.700012,37.705659,4
55.697738,37.650255,4
55.572458,37.597573,11
55.621775,37.731197,0
55.58951,37.731717,0
55.756045,37.741179,4
55.765112,37.379384,7
55.773806,37.697687,4
55.838142,37.63581,10
55.67452,37.626695,0
55.827364,37.490658,3
55.759918,37.626283,6
55.816766,37.718383,10
55.681009,37.750264,0
55.760146,37.626914,6
55.63523,37.452219,1
55.706008,37.619945,6
55.805517,37.839263,8
55.789366,37.571147,6
55.727167,37.756767,4
55.763056,37.383939,7
55.752463,37.656354,4
55.815646,37.718022,10
55.643806,37.746515,0
55.641134,37.457525,1
55.76376,37.674613,4
55.677417,37.83434,8
55.64596,37.605296,0
56.000968,37.210575,5
55.713394,37.387204,1
55.681869,37.491718,1
55.86674,37.639727,10
55.667024,37.442975,1
55.802967,37.720045,4
55.885672,37.686294,10
55.683183,37.517195,1
55.689267,37.596831,6
55.792289,37.636585,10
55.916871,37.544376,3
55.791288,37.605726,6
55.723549,37.692537,4
55.676072,37.768389,8
55.756378,37.741015,4
55.788045,37.381095,7
55.74203,37.371123,1
55.887854,37.658014,10
55.803168,37.52241,3
55.808643,37.390007,7
55.781773,37.67042,4
55.713789,37.728835,4
55.699086,37.917984,8
55.676763,37.762033,8
55.777168,37.522316,6
55.731326,37.445954,1
55.829604,37.825249,8
55.730102,37.446055,1
55.713645,37.820654,8
55.861793,37.69298,10
55.740223,37.415303,1
55.791887,37.637659,10
55.644758,37.655972,0
55.640728,37.50231,11
55.618276,37.504421,11
55.837975,37.396098,7
55.759314,37.738485,4
55.507956,37.551543,11
55.884988,37.482993,3
55.84903,37.440633,7
55.732757,37.383223,1
55.785914,37.57906,6
55.717971,37.693667,4
55.893873,37.542844,3
55.793293,37.634869,10
55.758792,37.392916,7
55.830982,37.826451,8
55.87634,37.534617,3
55.820677,37.665422,10
55.70443,37.621916,6
55.813747,37.83708,8
55.833506,37.386977,7
55.759152,37.626712,6
55.751117,37.714258,4
55.842378,37.554,3
55.601835,37.405185,1
55.741903,37.415138,1
55.618963,37.421619,1
55.662638,37.742523,0
55.672103,37.607867,6
55.960173,37.186149,5
55.804396,37.433123,7
55.708223,37.660445,4
55.682257,37.664394,0
55.664197,37.657468,0
55.876357,37.509175,3
55.653034,37.442327,1
55.668732,37.428814,1
55.77443,37.6545,4
55.767843,37.599298,6
55.881562,37.586659,3
55.752672,37.533368,6
55.723112,37.694501,4
55.745689,37.419678,1
55.665881,37.838113,8
55.700419,37.854199,8
55.773458,37.369911,7
55.769371,37.370533,7
55.618544,37.420704,1
55.734712,37.701107,4
55.809033,37.386077,7
55.759903,37.626122,6
55.796228,37.497527,3
55.88584,37.476183,3
55.776302,37.46624,7
55.872717,37.409336,7
55.732602,37.375716,1
55.907267,37.598525,10
55.910697,37.568897,3
55.786783,37.567862,6
55.902216,37.614704,10
55.813958,37.839789,8
55.755046,37.633975,4
55.793226,37.634679,10
55.597511,37.636523,0
55.827475,37.831554,8
55.790021,37.683131,4
55.695461,37.576821,6
55.839128,37.39635,7
55.982484,37.245953,5
55.8167,37.499978,3
55.900671,37.516638,3
55.522442,37.219913,9
55.72286,37.627267,6
55.879987,37.721736,10
55.737019,37.679543,4
55.814444,37.841133,8
55.936762,37.522665,3
55.810261,37.839772,8
55.791431,37.576582,6
55.743962,37.832694,8
55.71875,37.840851,8
55.829155,37.578062,3
55.79086,37.656296,10
55.709424,37.529959,6
55.710681,37.621623,6
55.705162,37.833249,8
55.690457,37.83004,8
55.682006,37.664776,0
55.680208,37.84732,8
55.805998,37.386857,7
55.818819,37.45441,7
55.813415,37.832372,8
55.804093,37.707661,4
55.859074,37.620597,10
55.738047,37.565279,6
55.743446,37.53351,6
55.781452,37.642986,4
55.899964,37.547988,3
55.830732,37.378861,7
55.75436,37.690222,4
55.617453,37.483885,11
55.739516,37.721026,4
55.750654,37.642196,4
55.592768,37.728767,0
55.868049,37.40602,7
55.851593,37.389436,7
55.655793,37.480159,1
55.700696,37.853485,8
55.708806,37.519756,6
55.789414,37.571053,6
55.764525,37.629957,6
55.713639,37.387295,1
55.641054,37.815312,8
55.841112,37.488909,3
55.875389,37.667119,10
55.73656,37.683621,4
55.237157,37.038126,2
55.70251,37.84076,8
55.492795,37.327482,9
55.763129,37.521304,6
55.588176,37.473558,11
55.777676,37.733352,4
55.838787,37.58036,3
55.965788,37.185624,5
55.717531,37.791192,8
55.70743,37.836673,8
55.754762,37.734353,4
55.811992,37.839498,8
55.669753,37.837386,8
55.759199,37.737653,4
55.749988,37.709629,4
55.719312,37.702683,4
55.602892,37.726165,0
55.671197,37.749703,0
55.889639,37.585786,3
55.8773,37.735376,10
55.69119,37.606808,6
55.981093,37.161877,5
55.642857,37.619132,0
55.811017,37.484584,3
55.809435,37.492192,3
55.791882,37.550571,3
55.779877,37.5909,6
55.788971,37.559229,6
55.803366,37.52227,3
55.805164,37.515537,3
55.806976,37.50891,3
55.80935,37.505943,3
55.812068,37.50373,3
55.753477,37.740581,4
55.70126,37.831733,8
55.826094,37.492344,3
55.818078,37.456387,7
55.791553,37.589815,6
55.749411,37.41242,1
55.779451,37.590172,6
55.829085,37.48939,3
55.813586,37.502133,3
55.808021,37.506713,3
55.605805,37.719685,0
55.778041,37.478426,3
55.777792,37.478764,3
55.433636,36.867284,2
55.770883,37.597765,6
55.749025,37.437325,1
55.828825,37.649659,10
55.799104,37.503268,3
55.837512,37.54143,3
55.74659,37.678411,4
55.853243,37.564103,3
55.773415,37.615341,6
55.776872,37.555223,6
55.752735,37.58447,6
55.665977,37.4289,1
55.866891,37.54746,3
55.911087,37.544226,3
55.6055,37.75956,0
55.750846,37.645259,4
55.802933,37.522225,3
55.731329,37.606802,6
55.607783,37.666118,0
55.607719,37.666545,0
55.788739,37.377335,7
55.748161,37.698403,4
55.800564,37.585291,6
55.713341,37.837484,8
55.60943,37.612625,0
55.730414,37.629016,6
55.728425,37.753566,4
55.752729,37.578063,6
55.808791,37.580422,3
55.707707,37.518045,6
55.671659,37.496809,1
55.707374,37.752206,4
55.736729,37.517945,6
55.782611,37.731499,4
55.813335,37.829947,8
55.652305,37.479622,1
55.77167,37.369748,7
55.840102,37.349823,7
55.852613,37.584561,3
55.792974,37.622232,10
55.792677,37.622176,10
55.792118,37.629625,10
55.808425,37.6376,10
55.731346,37.845786,8
55.876459,37.718682,10
55.703391,37.616796,6
55.691352,37.606475,6
55.795216,37.634386,10
55.792987,37.607119,6
55.558931,37.585606,11
55.559099,37.590239,11
55.775727,37.838565,8
55.774893,37.656146,4
55.762122,37.843084,8
55.791349,37.571566,6
55.688117,37.527451,6
55.766913,37.632064,4
55.664593,37.630404,0
55.748252,37.699766,4
55.77545,37.714166,4
55.713381,37.659078,4
55.757731,37.584626,6
55.765767,37.789224,8
55.78765,37.384608,7
55.772667,37.490228,3
55.756023,37.583751,6
55.754644,37.583517,6
55.750398,37.58278,6
55.750367,37.58315,6
55.657309,37.65384,0
55.753167,37.556163,6
55.730825,37.608397,6
55.731023,37.60863,6
55.796866,37.701955,4
55.730088,37.628937,6
55.739286,37.650998,4
55.824727,37.435491,7
55.743792,37.65517,4
55.748288,37.655844,4
55.743807,37.654827,4
55.750033,37.656055,4
55.755053,37.657405,4
55.758777,37.755621,4
55.4319,36.863856,2
