Latitude,Longitude,label
55.828925,37.649357,10
55.763528,37.588194,6
55.77083,37.599534,6
55.748293,37.655458,4
55.73029,37.628852,6
55.729792,37.620232,6
55.751769,37.624315,6
55.702053,37.621275,6
55.655907,37.619349,0
55.703372,37.64731,4
55.786615,37.562,6
55.708518,37.665826,4
55.598098,37.603005,11
55.573209,37.597826,11
55.607059,37.625477,0
55.822723,37.440094,7
55.592642,37.600905,11
55.60326,37.605909,11
55.608735,37.765567,0
55.717543,37.502428,1
55.826044,37.427685,7
55.675095,37.626589,0
55.674462,37.626248,0
55.825941,37.4275,7
55.625925,37.710227,0
55.763549,37.68497,4
55.673505,37.423309,1
55.605452,37.335195,9
55.721811,37.610407,6
55.733255,37.6419,4
55.734494,37.644197,4
55.68538,37.835485,8
55.719225,37.703828,4
55.752582,37.531467,6
55.715297,37.575128,6
55.708226,37.833105,8
55.690514,37.666079,0
55.724756,37.663852,4
55.83252,37.388781,7
55.859944,37.449262,7
55.747697,37.812365,8
55.611406,37.720002,0
55.849718,37.36888,7
55.843422,37.501731,3
55.600054,37.722992,0
55.549693,37.543453,11
55.891451,37.529475,3
55.671332,37.593732,6
55.630236,37.661236,0
55.764283,37.40761,7
55.638372,37.523105,11
55.666364,37.581453,6
55.574868,37.65341,0
55.560302,37.588001,11
55.716998,37.580439,6
55.835818,37.384136,7
55.761481,37.579038,6
55.803373,37.408778,7
55.719021,37.834754,8
55.54616,37.527905,11
55.72054,37.535525,6
55.8131,37.79851,8
55.818976,37.592479,3
55.634009,37.521929,11
55.809816,37.612324,10
55.631285,37.479205,1
55.846414,37.436271,7
55.545409,37.584886,11
55.545472,37.58531,11
55.782451,37.727431,4
55.664735,37.52627,6
55.69034,37.575397,6
55.682132,37.5671,6
55.680073,37.564835,6
55.684296,37.651282,0
55.623088,37.751439,0
55.702586,37.523902,6
55.744826,37.601124,6
55.646355,37.719403,0
55.578062,37.577475,11
55.546109,37.541916,11
55.673926,37.450414,1
55.656298,37.494399,1
55.576701,37.569242,11
55.724839,37.800385,8
55.535195,37.538523,11
55.691411,37.487224,1
55.691632,37.488087,1
55.974452,37.183296,5
55.680039,37.559882,6
55.752947,37.807588,8
55.739569,37.846745,8
55.753783,37.570438,6
55.77597,37.539663,6
55.708032,37.851065,8
55.572102,37.575414,11
55.572717,37.573987,11
55.721309,37.438829,1
55.821333,37.624245,10
55.83843,37.407458,7
55.776253,37.68643,4
55.649489,37.38578,1
55.701035,37.533541,6
55.79015,37.51073,3
55.75777,37.819833,8
55.828895,37.639721,10
55.850471,37.422701,7
55.803143,37.826078,8
55.719616,37.830602,8
55.697991,37.752817,4
55.808368,37.513363,3
55.826757,37.581631,3
55.85051,37.45257,7
55.789104,37.388886,7
55.876381,37.524743,3
55.68018,37.63706,0
55.87682,37.55745,3
55.81571,37.51443,3
55.985477,37.214901,5
55.685976,37.537129,6
55.803133,37.51813,3
55.769968,37.565475,6
55.757157,37.565813,6
55.79015,37.62242,10
55.814108,37.734188,4
55.794402,37.454449,7
55.79101,37.80156,8
55.799996,37.395104,7
55.817394,37.638342,10
55.871903,37.712345,10
55.620853,37.445955,1
55.680498,37.557754,6
55.680438,37.5659,6
55.689844,37.542328,6
55.747802,37.781003,8
55.749275,37.776856,8
55.766667,37.627663,6
55.748478,37.599507,6
55.793098,37.792163,8
55.761926,37.79281,8
55.791067,37.803713,8
55.793218,37.803467,8
55.98481,37.225018,5
55.796623,37.409306,7
55.787991,37.674644,4
55.675832,37.749138,0
55.866974,37.461984,7
55.596998,37.355542,9
55.793414,37.80967,8
55.731358,37.848962,8
55.676526,37.517875,1
55.678094,37.77583,8
55.664963,37.470173,1
55.729931,37.566927,6
55.664025,37.479803,1
55.732096,37.671573,4
55.89823,37.57235,3
55.638267,37.542183,11
55.89803,37.58429,3
55.674268,37.739197,0
55.606883,37.295352,9
55.646429,37.727222,0
55.684675,37.65601,0
55.812708,37.57786,3
55.716787,37.423281,1
55.717614,37.423827,1
55.640536,37.61725,0
55.656575,37.598206,6
55.671644,37.491469,1
55.810242,37.807083,8
55.352917,37.340838,9
55.711862,37.52704,6
55.849123,37.422855,7
55.79684,37.616258,10
55.861037,37.481746,3
55.714795,37.42329,1
55.713982,37.422498,1
55.824904,37.652851,10
55.807921,37.518368,3
55.858704,37.687367,10
55.686885,37.929113,8
55.858269,37.686199,10
55.737347,37.485123,1
55.687584,37.546291,6
55.627096,37.525443,11
55.661905,37.511005,1
55.680255,37.634285,0
55.781084,37.612148,6
55.812757,37.826864,8
55.588332,37.15821,9
55.810599,37.637155,10
55.863795,37.423887,7
55.809757,37.787703,8
55.795854,37.483138,3
55.813534,37.638423,10
55.70764,37.64954,4
55.739235,37.530306,6
55.755697,37.751969,4
55.740449,37.768553,8
55.715671,37.803293,8
55.742747,37.788535,8
55.798833,37.390611,7
55.728724,37.668545,4
55.708449,37.851741,8
55.704815,37.552065,6
55.70349,37.61753,6
55.761701,37.821264,8
55.720138,37.427421,1
55.884834,37.504197,3
55.741765,37.847858,8
55.886561,37.514304,3
55.796634,37.715802,4
55.796534,37.794054,8
55.846742,37.360757,7
55.641111,37.605299,0
55.656877,37.598289,6
55.696658,37.554163,6
55.73422,37.862788,8
55.5025,37.51754,11
55.665433,37.569052,6
55.606477,37.295429,9
55.782796,37.597748,6
55.835681,37.541855,3
55.530355,37.526277,11
55.64959,37.56265,11
55.788879,37.540556,3
55.844891,37.542349,3
55.771405,37.517017,6
55.758768,37.55802,6
55.738408,37.819913,8
55.716237,37.709892,4
55.689479,37.574512,6
55.830381,37.619916,10
55.787279,37.687349,4
55.881659,37.495886,3
55.833445,37.399725,7
55.758927,37.779851,8
55.76232,37.53677,6
55.80647,37.62298,10
55.812891,37.3965,7
55.739033,37.778712,8
55.907047,37.367099,7
55.795739,37.634985,10
55.706046,37.513575,6
55.715704,37.710669,4
55.772614,37.823527,8
55.708188,37.838345,8
55.719954,37.421713,1
55.650773,37.480787,1
55.709535,37.733819,4
55.7669,37.533121,6
55.866141,37.702463,10
55.707177,37.554777,6
55.818585,37.616999,10
55.752762,37.777864,8
55.793228,37.690699,4
55.813657,37.577882,3
55.544418,37.561853,11
55.674797,37.73948,0
55.708158,37.851972,8
55.72119,37.805579,8
55.69641,37.807018,8
55.655663,37.570307,6
55.699049,37.800258,8
55.671961,37.587818,6
55.652557,37.546953,11
55.655212,37.540414,11
55.702446,37.788876,8
55.609881,37.493412,11
55.73362,37.429299,1
55.812629,37.389253,7
55.905033,37.542622,3
55.710273,37.405407,1
55.812341,37.478598,3
55.617705,37.387361,1
55.676051,37.59176,6
55.674865,37.590965,6
55.486005,36.950548,2
55.691818,37.42617,1
55.733,37.602435,6
55.613207,37.495394,11
55.60486,37.5112,11
55.83949,37.362938,7
55.723231,37.769157,8
55.564637,37.152095,9
55.565117,37.152892,9
56.004001,37.197639,5
55.843476,37.438778,7
55.843335,37.439078,7
55.843626,37.439494,7
55.638208,37.352499,1
55.711617,37.819395,8
55.611198,37.717947,0
55.846262,37.567628,3
55.619473,37.504865,11
55.638589,37.353811,1
55.641741,37.60224,0
55.641312,37.604367,0
55.655563,37.647214,0
55.82992,37.578089,3
55.824591,37.58493,3
55.821644,37.606664,10
55.780621,37.586001,6
55.782558,37.594416,6
55.8724,37.677282,10
55.876191,37.718255,10
55.873571,37.699536,10
55.984765,37.235103,5
55.630433,37.435279,1
55.626679,37.737618,0
55.603038,37.729814,0
55.622971,37.76057,0
55.711579,37.628082,6
55.581518,37.467122,11
55.820158,37.641058,10
55.855874,37.663439,10
55.885283,37.720013,10
55.813177,37.637696,10
55.821681,37.615539,10
55.814819,37.628326,10
55.579811,37.698478,0
55.81088,37.579401,3
55.848177,37.584586,3
55.878892,37.587209,3
55.815721,37.576687,3
55.856456,37.561497,3
55.896448,37.587103,3
55.834499,37.549354,3
55.597362,37.67166,0
55.600577,37.671297,0
55.585762,37.657296,0
55.602009,37.656988,0
55.587132,37.676948,0
55.601925,37.641876,0
55.608623,37.619192,0
55.695772,37.62115,6
55.692076,37.621841,6
55.602276,37.656929,0
55.817318,37.49953,3
55.810666,37.487855,3
55.831014,37.487656,3
55.901083,37.543441,3
55.905213,37.543239,3
55.696236,37.666213,4
55.700304,37.620938,6
55.693803,37.665922,4
55.691949,37.665762,0
55.636446,37.695657,0
55.66785,37.552466,6
55.667961,37.551952,6
55.666429,37.550313,6
55.625446,37.512069,11
55.900433,37.543093,3
55.608075,37.619795,0
55.573802,37.63145,0
55.633024,37.466434,1
55.786039,37.563345,6
55.720596,37.450145,1
55.719219,37.420694,1
55.8076,37.637291,10
55.805056,37.636948,10
55.653009,37.653691,0
55.658748,37.653644,0
55.67871,37.663429,0
55.579231,37.696875,0
55.648113,37.665129,0
55.655546,37.619221,0
55.64144,37.606811,0
55.739383,37.816585,8
55.759148,37.612193,6
55.837227,37.344383,7
55.749596,37.762734,8
55.807019,37.581667,3
55.897593,37.509102,3
55.699345,37.855225,8
55.647386,37.478448,1
55.665486,37.505949,1
55.7062,37.760707,8
55.704825,37.77132,8
55.6906,37.735949,4
55.886843,37.585704,3
55.764135,37.430231,7
55.753797,37.729224,4
55.714964,37.39406,1
55.580288,37.239911,9
55.87269,37.48296,3
55.86335,37.485696,3
55.637114,37.455437,1
55.715102,37.384579,1
55.791432,37.704707,4
55.775439,37.836791,8
55.655016,37.653594,0
55.694997,37.734346,4
55.744376,37.849593,8
55.755752,37.739576,4
55.898013,37.543205,3
55.654751,37.638484,0
55.627374,37.657274,0
55.610731,37.696622,0
55.572171,37.662714,0
55.829179,37.512728,3
55.716226,37.686701,4
55.879017,37.404647,7
55.648846,37.567595,11
55.648203,37.570284,11
55.647372,37.573881,11
55.894189,37.697881,10
55.711354,37.841584,8
55.648997,37.663773,0
55.661756,37.545749,6
55.810464,37.637733,10
55.814214,37.638527,10
55.89427,37.67304,10
55.708529,37.455688,1
55.740285,37.661435,4
55.642579,37.589979,11
55.642628,37.588866,11
55.610351,37.718005,0
55.608958,37.744451,0
55.649045,37.565453,11
55.650925,37.554841,11
55.899761,37.628199,10
55.708268,37.85239,8
55.856497,37.672935,10
55.644187,37.584585,11
55.708235,37.666202,4
55.693134,37.666422,4
55.61607,37.539651,11
55.697452,37.667066,4
55.630199,37.539501,11
55.695842,37.667276,4
55.879229,37.669748,10
55.880829,37.484308,3
55.57923,37.447667,11
55.587421,37.431351,1
55.822524,37.642667,10
55.746508,37.55182,6
55.689208,37.672316,0
55.617958,37.507528,11
55.640061,37.52475,11
55.690359,37.675831,0
55.689477,37.673584,0
55.700274,37.66745,4
55.643486,37.495436,1
55.803849,37.756928,4
55.756951,37.745526,4
55.796788,37.71836,4
55.842603,37.562824,3
55.713323,37.829446,8
55.638336,37.619557,0
55.738037,37.41157,1
55.819722,37.765276,8
55.678042,37.563557,6
55.692857,37.62113,6
55.827564,37.738075,10
55.662299,37.437126,1
55.714972,37.804867,8
55.731956,37.718009,4
55.730605,37.742565,4
55.714046,37.809824,8
55.718684,37.785241,8
55.721173,37.790731,8
55.977184,37.153217,5
55.751925,37.65576,4
55.720727,37.66381,4
55.832151,37.395387,7
55.73899,37.675088,4
55.728974,37.661621,4
55.705069,37.654674,4
55.705475,37.660478,4
55.644002,37.527505,11
55.763922,37.733496,4
55.729074,37.618207,6
55.703773,37.541813,6
55.784279,37.564407,6
55.719074,37.622241,6
55.70705,37.534129,6
55.707619,37.535096,6
55.717339,37.502163,1
55.695794,37.531491,6
55.706985,37.569745,6
55.695526,37.558093,6
55.698931,37.54362,6
55.693334,37.554971,6
55.703196,37.540822,6
55.613643,37.774805,0
55.91668,37.532486,3
55.699248,37.57868,6
55.700312,37.576899,6
55.775378,37.632241,4
55.585687,37.436595,1
55.58816,37.430045,1
55.59271,37.421,1
55.864645,37.699307,10
55.785242,37.634733,10
55.868331,37.707111,10
55.868682,37.70791,10
55.878635,37.719982,10
55.787258,37.640501,10
55.706356,37.627422,6
55.631534,37.764057,0
55.402178,37.452461,9
55.399772,37.44418,9
55.389335,37.422598,9
55.383435,37.407965,9
55.324768,37.267481,2
55.680827,37.481339,1
55.396126,37.437291,9
55.384366,37.411089,9
55.327606,37.274618,2
55.325789,37.270006,2
55.677622,37.625664,0
55.667668,37.458344,1
55.667395,37.503645,1
55.724883,37.579345,6
55.798951,37.731332,4
55.668812,37.590414,6
55.719152,37.571493,6
55.899653,37.628796,10
55.67564,37.560222,6
55.875937,37.429849,7
55.395095,37.434675,9
55.388016,37.420482,9
55.682581,37.841332,8
55.363715,37.36885,9
55.350558,37.334443,9
55.343496,37.316104,9
55.335332,37.294815,9
55.322632,37.261688,2
55.315897,37.244061,2
55.312035,37.234003,2
55.587827,37.720627,0
55.604206,37.335077,9
55.579202,37.469486,11
55.572511,37.474238,11
55.569283,37.477198,11
55.885338,37.731222,10
55.582302,37.443553,11
55.694954,37.4498,1
55.79201,37.576889,6
55.852188,37.646184,10
55.855126,37.342451,7
55.85696,37.353375,7
55.888973,37.392006,7
55.645647,37.619982,0
55.707802,37.747092,4
55.704219,37.775677,8
55.702634,37.786099,8
55.849848,37.585097,3
55.578401,37.141285,9
55.579279,37.149213,9
55.579329,37.15535,9
55.584006,37.179478,9
55.584646,37.18518,9
55.306266,37.222059,2
55.304025,37.218347,2
55.580071,37.127118,9
55.302031,37.210765,2
55.779625,37.702685,4
55.980437,37.257095,5
55.684825,37.421902,1
55.956636,37.195001,5
55.719249,37.563949,6
55.704259,37.641535,4
55.984015,37.158252,5
55.970272,37.177119,5
55.874157,37.606505,10
55.899323,37.586778,3
55.981149,37.20277,5
55.981057,37.201591,5
55.894968,37.613932,10
55.859386,37.467107,7
55.645324,37.619408,0
55.951969,37.214938,5
55.864309,37.464469,7
55.794489,37.495349,3
55.794677,37.494909,3
55.755753,37.407607,7
55.904868,37.587438,3
55.848409,37.670757,10
55.762312,37.385828,7
55.73767,37.615174,6
55.740652,37.606563,6
55.710413,37.530146,6
55.790063,37.369832,7
55.732786,37.56088,6
55.725169,37.456538,1
55.970022,37.174007,5
55.502786,37.336095,9
55.806393,37.636546,10
55.720365,37.563783,6
55.871273,37.64226,10
55.857393,37.469063,7
55.68181,37.470817,1
55.359596,37.358123,9
55.759202,37.584231,6
55.772487,37.418354,7
55.684493,37.837084,8
55.583018,37.470027,11
55.578223,37.568771,11
55.628644,37.515852,11
55.695651,37.80888,8
55.625507,37.512773,11
55.693173,37.447425,1
55.684341,37.421325,1
55.570865,37.392465,9
55.803712,37.552056,3
55.704328,37.667802,4
55.763552,37.468065,1
55.304761,37.14295,2
55.490906,37.401642,9
55.231673,37.024027,2
55.219536,36.992222,2
55.592803,37.421642,1
55.610223,37.387231,1
55.604222,37.402091,1
55.59911,37.411746,1
55.595171,37.417088,1
55.601555,37.553607,11
55.595109,37.416756,1
55.594704,37.477965,11
56.089574,37.200959,5
55.505893,37.341764,9
55.559368,37.442519,11
55.720677,37.430881,1
55.814757,37.843556,8
55.769689,37.596226,6
55.745909,37.579427,6
55.706986,37.578517,6
55.897494,37.672766,10
55.729586,37.617386,6
55.885239,37.731359,10
55.562987,37.41424,9
55.755874,37.738995,4
55.537951,37.582967,11
55.878849,37.732915,10
55.608099,37.350174,9
55.570563,37.561573,11
55.552348,37.55085,11
55.540125,37.497074,11
55.547082,37.515985,11
55.536348,37.576907,11
55.70956,37.849442,8
55.667146,37.740633,0
55.541602,37.50245,11
55.567077,37.588605,11
55.476962,37.316963,9
55.470133,37.3061,9
55.463097,37.299341,9
55.278025,37.114904,2
55.711253,37.84384,8
55.353549,37.185317,2
55.880576,37.441934,7
55.773586,37.624545,6
55.893334,37.587127,3
55.613246,37.261499,9
55.736213,37.841048,8
55.221564,36.997564,2
55.822357,37.643143,10
55.504781,37.597536,11
55.707171,37.667026,4
55.881486,37.670887,10
55.639755,37.461758,1
55.874413,37.435666,7
55.509351,37.35022,9
55.751055,37.609721,6
55.665506,37.429717,1
55.74016,37.653635,4
55.744799,37.548653,6
55.73485,37.5098,6
55.71078,37.837,8
55.837003,37.579146,3
55.790001,37.548666,3
55.735878,37.841008,8
56.087584,37.203189,5
55.875755,37.452671,7
55.849336,37.427836,7
55.373333,37.205297,2
55.531099,37.234091,9
55.683613,37.43148,1
55.683416,37.431232,1
55.653951,37.392219,1
55.65803,37.40173,1
55.735277,37.613608,6
55.794372,37.841174,8
55.623405,37.477668,1
55.87897,37.405022,7
55.542501,37.40622,9
55.628854,37.336774,9
55.563096,37.171826,9
55.59116,37.28674,9
55.369606,37.201373,2
55.216683,36.984868,2
55.642416,37.360138,1
55.651798,37.345386,1
55.64902,37.390404,1
55.493032,36.960737,2
55.479265,36.94068,2
55.508157,36.935125,2
55.429224,36.859243,2
55.805017,37.443097,7
55.710493,37.666308,4
55.882944,37.460867,7
55.745694,37.562986,6
55.719142,37.418344,1
55.73886,37.570497,6
55.757923,37.394907,7
55.739985,37.535317,6
55.746881,37.554392,6
55.743292,37.544434,6
55.323079,37.161247,2
55.740455,37.431651,1
55.658865,37.436094,1
55.563616,37.557424,11
55.734843,37.706917,4
55.792144,37.527715,3
55.49833,36.923935,2
55.788451,37.51842,3
55.872103,37.460699,7
55.82161,37.627567,10
55.792089,37.580339,6
55.810611,37.61852,10
55.788864,37.546641,3
55.849993,37.676022,10
55.859305,37.689292,10
55.647868,37.530911,11
55.731213,37.423858,1
55.775446,37.835896,8
55.732263,37.715004,4
55.795732,37.70253,4
55.786636,37.566933,6
55.809318,37.777704,8
55.468582,36.925089,2
55.631908,37.704544,0
55.641412,37.655299,0
55.592943,37.672684,0
55.516761,37.577293,11
55.883788,37.47037,3
55.902093,37.519721,3
55.589745,37.118005,9
55.633946,37.44945,1
55.817229,37.460315,7
55.662421,37.619842,0
55.658458,37.641771,0
55.864279,37.583969,3
55.864681,37.701005,10
55.856582,37.588189,3
55.858007,37.596179,10
55.584809,37.678628,0
55.885065,37.542725,3
55.854925,37.683104,10
55.989732,37.213345,5
55.68724,37.54355,6
55.805895,37.509562,3
55.703095,37.579389,6
55.872723,37.520252,3
55.708268,37.744733,4
55.704142,37.774691,8
55.859231,37.689786,10
55.680048,37.763717,8
55.673512,37.776509,8
55.866519,37.704561,10
55.753517,37.558013,6
55.800017,37.531719,3
55.854251,37.681017,10
55.760917,37.534907,6
55.703574,37.78037,8
55.773592,37.554737,6
55.587076,37.203546,9
55.61173,37.365129,9
55.670249,37.448784,1
55.6991,37.64421,4
55.680702,37.481896,1
55.79352,37.585983,6
55.746918,37.542194,6
55.897858,37.596975,3
55.705309,37.575372,6
55.69833,37.543374,6
55.898368,37.597484,10
55.8985,37.591519,3
55.700883,37.467596,1
55.887512,37.585736,3
55.589972,37.674362,0
55.874882,37.716115,10
55.745717,37.533371,6
55.730031,37.622247,6
55.874995,37.716867,10
55.877082,37.71826,10
55.878877,37.72177,10
55.846637,37.374381,7
55.892908,37.402959,7
55.842946,37.381893,7
55.746169,37.556719,6
55.853227,37.361016,7
55.764466,37.520694,6
55.821451,37.655181,10
55.71542,37.591331,6
55.704761,37.635807,6
55.700099,37.503674,1
55.869338,37.709634,10
55.868971,37.709499,10
55.664332,37.604305,6
55.667969,37.592331,6
55.764311,37.733611,4
55.813518,37.688361,10
55.80873,37.697624,10
55.80902,37.696073,10
55.777985,37.848112,8
55.759275,37.677338,4
55.752627,37.739493,4
55.764246,37.768778,8
55.82582,37.696013,10
55.746653,37.869817,8
55.742803,37.676373,4
55.771451,37.475612,1
55.764597,37.468589,1
55.611836,37.364985,9
55.876408,37.738185,10
55.910432,37.585026,3
55.803651,37.756663,4
55.850147,37.414694,7
55.698597,37.666667,4
55.834643,37.387687,7
55.804254,37.517901,3
55.805346,37.513976,3
55.800287,37.740932,4
55.771019,37.640603,4
55.560044,37.161802,9
55.595649,37.618409,0
55.639335,37.638565,0
55.878017,37.668615,10
55.861488,37.552775,3
55.789263,37.375856,7
55.803493,37.61573,10
55.86679,37.70453,10
55.86293,37.696092,10
55.859707,37.689488,10
55.752351,37.578816,6
55.742555,37.541393,6
55.807439,37.580737,3
55.885911,37.718205,10
55.601014,37.50373,11
55.799206,37.38199,7
55.653777,37.742167,0
55.709245,37.827561,8
55.778227,37.847099,8
55.851262,37.388006,7
55.838703,37.621734,10
55.82906,37.622,10
55.675317,37.439736,1
55.676241,37.438011,1
55.704767,37.483568,1
55.574499,37.596803,11
55.745679,37.533083,6
55.806994,37.387138,7
55.897853,37.64156,10
55.89625,37.656823,10
55.84656,37.796193,8
55.689515,37.440823,1
55.689678,37.44054,1
55.902436,37.615742,10
55.825919,37.364576,7
55.769957,37.509492,6
55.828501,37.369573,7
55.812126,37.478162,3
55.730163,37.743679,4
55.945199,37.357862,7
55.573049,37.644986,0
55.692997,37.82968,8
55.517883,37.57652,11
55.654201,37.499031,1
55.720162,37.598196,6
55.748695,37.559758,6
55.726769,37.682913,4
55.808752,37.839548,8
55.565136,37.179543,9
55.564976,37.178846,9
55.824684,37.57314,3
55.553435,37.138892,9
55.553301,37.138183,9
55.889733,37.542607,3
55.870249,37.547913,3
55.775364,37.65716,4
55.704347,37.583701,6
55.703295,37.581741,6
55.789358,37.591105,6
55.65179,37.38108,1
55.76422,37.78192,8
55.750044,37.654219,4
55.730479,37.611878,6
55.622586,37.406843,1
55.786119,37.594468,6
55.531307,37.389561,9
55.805517,37.449566,7
55.779582,37.448511,7
55.713569,37.383677,1
55.804208,37.582881,3
55.89043,37.709746,10
55.506768,37.538397,11
55.483818,37.34616,9
55.895141,37.675482,10
55.706414,37.556564,6
55.594833,37.516408,11
55.603231,37.501675,11
55.908352,37.594158,3
55.612259,37.490631,11
55.804922,37.76259,8
55.828768,37.625343,10
55.835638,37.625934,10
55.828212,37.639516,10
55.805134,37.76223,8
55.628058,37.472191,1
55.598629,37.506947,11
55.68887,37.547151,6
55.551778,37.586804,11
55.592977,37.523833,11
55.644257,37.675848,0
55.596986,37.724982,0
55.675303,37.503385,1
55.66204,37.506657,1
55.636265,37.542848,11
55.602209,37.484198,11
55.684399,37.687037,0
55.580529,37.597004,11
55.823027,37.723116,10
55.484836,37.379988,9
55.484734,37.381644,9
55.483882,37.340955,9
55.60273,37.417779,1
55.611095,37.43522,1
55.70628,37.578119,6
55.70968,37.58432,6
55.89657,37.65068,10
55.503703,37.573266,11
55.509805,37.575147,11
55.713275,37.382765,1
55.590004,37.534439,11
55.643511,37.453573,1
55.563392,37.446214,11
55.724842,37.605173,6
55.764933,37.686186,4
55.856663,37.39613,7
55.775004,37.656085,4
55.744209,37.564254,6
55.791598,37.528337,3
55.653065,37.620077,0
55.727882,37.472593,1
55.745367,37.861658,8
55.783738,37.601526,6
55.752739,37.584474,6
55.746212,37.534596,6
55.73615,37.499075,1
55.772386,37.634052,4
55.722974,37.566405,6
55.714758,37.402937,1
55.791355,37.530626,3
55.857927,37.43161,7
56.001243,37.211956,5
55.745732,37.865391,8
55.713951,37.883796,8
55.80314,37.82556,8
55.656338,37.609162,0
55.796716,37.718431,4
55.678165,37.854834,8
55.779278,37.370062,7
55.80875,37.839752,8
55.753283,37.841998,8
55.90262,37.519843,3
55.77772,37.36932,7
55.905931,37.530829,3
55.886302,37.478531,3
55.676221,37.834362,8
55.662172,37.481939,1
55.59325,37.520731,11
55.737088,37.693808,4
55.821451,37.606347,10
55.797399,37.72181,4
55.721193,37.437114,1
55.632743,37.659724,0
55.618875,37.657518,0
55.625263,37.656782,0
55.585143,37.597682,11
55.660809,37.511892,1
55.66939,37.49842,1
55.717506,37.79081,8
55.768873,37.821102,8
55.686358,37.737325,4
55.824741,37.492854,3
55.83912,37.481225,3
55.788073,37.782365,8
55.910709,37.573122,3
55.805977,37.387552,7
55.79609,37.716955,4
55.798865,37.732482,4
55.901983,37.587255,3
55.648034,37.5306,11
55.778446,37.744747,4
55.780153,37.744179,4
55.672744,37.456216,1
55.771196,37.501771,6
55.568607,37.399891,9
55.695125,37.53899,6
55.762606,37.773283,8
55.76408,37.832363,8
55.811954,37.819565,8
55.810855,37.815747,8
55.765426,37.788896,8
55.744975,37.799536,8
55.757832,37.745492,4
55.760288,37.737403,4
55.70895,37.877261,8
55.70918,37.878886,8
55.744977,37.568207,6
55.745816,37.56523,6
